1,1,55.4,61.14,119.9,58.84,1,1,1.0
1,2,310.39,0.0,401.15,115.0,1,1,1.0
1,3,91.92,0.64,229.89,61.92,1,1,1.0
2,1,36.93,56.57,116.57,58.85,1,1,1.0
2,2,310.29,0.01,401.09,114.86,1,1,1.0
2,3,91.92,0.64,229.83999999999997,61.85,1,1,1.0
3,1,20.5,54.0,112.69999999999999,56.849999999999994,1,1,1.0
3,2,310.19,0.02,401.03000000000003,114.72,1,1,1.0
3,3,91.92,0.64,229.77999999999997,61.769999999999996,1,1,1.0
4,1,3.7,52.0,109.1,54.28,1,1,1.0
4,2,310.1,0.04,400.97,114.57,1,1,1.0
4,3,91.92,0.64,229.72999999999996,61.7,1,1,1.0
5,1,0.0,48.31,93.52,54.28,1,1,1.0
5,2,310.0,0.05,400.90999999999997,114.42,1,1,1.0
5,3,91.92,0.64,229.66999999999996,61.62,1,1,1.0
6,1,0.85,46.61,73.67,54.28,1,1,1.0
6,2,309.9,0.06,400.85,114.28,1,1,1.0
6,3,91.92,0.64,229.62,61.54,1,1,1.0
7,1,0.0,43.78,58.1,52.31999999999999,1,1,1.0
7,2,309.81,0.07,400.79,114.14,1,1,1.0
7,3,91.92,0.64,229.56,61.47,1,1,1.0
8,1,0.0,41.22,42.22,48.68000000000001,1,1,1.0
8,2,309.71,0.08,400.7300000000001,114.0,1,1,1.0
8,3,91.92,0.64,229.51,61.39,1,1,1.0
9,1,0.0,42.4,25.8,42.4,1,1,1.0
9,2,309.61,0.1,400.66999999999996,113.85000000000001,1,1,1.0
9,3,91.92,0.64,229.45999999999998,61.32,1,1,1.0
10,1,0.0,47.2,12.8,31.099999999999994,1,1,1.0
10,4,916.57,185.51,43.42999999999995,80.13,1,1,1.0
10,2,309.52,0.11,400.61,113.7,1,1,1.0
10,3,91.92,0.64,229.39999999999998,61.24,1,1,1.0
11,4,869.1,179.2,90.89999999999998,88.60000000000002,1,1,1.0
11,2,309.42,0.12,400.55,113.56,1,1,1.0
11,3,91.92,0.64,229.34999999999997,61.17,1,1,1.0
12,4,823.6,169.5,136.39999999999998,93.60000000000002,1,1,1.0
12,2,309.33,0.13,400.47999999999996,113.42,1,1,1.0
12,3,91.92,0.64,229.28999999999996,61.089999999999996,1,1,1.0
13,4,777.8,160.6,182.20000000000005,104.70000000000002,1,1,1.0
13,2,309.23,0.14,400.42999999999995,113.28,1,1,1.0
13,3,91.92,0.64,229.24,61.01,1,1,1.0
14,4,735.8,151.88,224.20000000000005,119.72000000000003,1,1,1.0
14,5,0.0,180.93,18.39,42.68000000000001,1,1,1.0
14,2,309.13,0.16,400.37,113.12,1,1,1.0
14,3,91.92,0.64,229.18,60.94,1,1,1.0
15,4,695.7,144.6,264.29999999999995,116.83000000000001,1,1,1.0
15,5,0.0,164.8,33.9,72.54999999999998,1,1,1.0
15,2,309.04,0.17,400.3,112.98,1,1,1.0
15,3,91.92,0.64,229.13,60.86,1,1,1.0
16,4,657.5,135.2,270.79999999999995,114.4,1,1,1.0
16,5,0.0,165.1,53.2,86.0,1,1,1.0
16,2,308.94,0.18,400.25000000000006,112.83999999999999,1,1,1.0
16,3,91.92,0.64,229.07,60.79,1,1,1.0
17,4,618.8,129.2,261.80000000000007,109.0,1,1,1.0
17,5,0.0,165.8,74.57,99.05000000000001,1,1,1.0
17,2,308.84,0.19,400.19,112.7,1,1,1.0
17,3,91.92,0.64,229.01999999999998,60.71,1,1,1.0
18,4,584.1,123.2,247.79999999999995,105.8,1,1,1.0
18,5,0.0,166.4,93.3,112.20000000000002,1,1,1.0
18,2,308.75,0.2,400.13,112.55,1,1,1.0
18,3,91.92,0.64,228.96999999999997,60.64,1,1,1.0
19,4,549.5,117.2,243.29999999999995,102.60000000000001,1,1,1.0
19,5,0.0,174.4,116.7,117.95000000000002,1,1,1.0
19,2,308.65,0.22,400.07000000000005,112.4,1,1,1.0
19,3,91.92,0.64,228.90999999999997,60.56,1,1,1.0
20,4,518.11,111.2,234.49,99.39999999999999,1,1,1.0
20,5,0.0,181.0,143.1,125.10000000000002,1,1,1.0
20,2,308.55,0.23,400.00999999999993,112.25999999999999,1,1,1.0
20,3,91.92,0.64,228.85999999999996,60.49,1,1,1.0
21,4,484.23,104.7,227.40999999999997,97.10000000000001,1,1,1.0
21,5,0.0,189.8,168.3,130.05,1,1,1.0
21,2,308.46,0.24,399.95,112.12,1,1,1.0
21,3,91.92,0.64,228.8,60.41,1,1,1.0
22,4,457.1,100.55,220.29999999999995,94.77,1,1,1.0
22,5,0.0,196.43,195.2,137.17000000000002,1,1,1.0
22,2,308.36,0.25,399.89,111.98,1,1,1.0
22,3,91.92,0.64,228.75,60.33,1,1,1.0
23,4,428.79,95.9,212.20999999999998,90.87,1,1,1.0
23,5,13.6,205.97,214.70000000000002,145.08,1,1,1.0
23,2,308.26,0.27,399.83000000000004,111.82000000000001,1,1,1.0
23,3,91.92,0.64,228.69,60.26,1,1,1.0
24,4,402.72,91.83,201.67999999999995,87.77,1,1,1.0
24,5,38.3,215.5,223.09999999999997,153.0,1,1,1.0
24,2,308.17,0.28,399.77000000000004,111.67999999999999,1,1,1.0
24,3,91.92,0.64,228.64,60.18,1,1,1.0
25,4,376.66,86.73,195.49999999999994,85.90999999999998,1,1,1.0
25,5,61.76,226.66,239.19,163.35,1,1,1.0
25,2,308.07,0.29,399.71,111.53999999999999,1,1,1.0
25,3,91.92,0.64,228.57999999999998,60.11,1,1,1.0
26,4,352.9,81.88,188.80000000000007,84.06,1,1,1.0
26,5,85.21,237.81,255.29000000000002,173.7,1,1,1.0
26,2,307.98,0.3,399.64,111.4,1,1,1.0
26,3,91.92,0.64,228.52999999999997,60.03,1,1,1.0
27,4,330.23,79.0,181.26999999999998,80.59,1,1,1.0
27,5,111.8,250.05,273.9,183.34999999999997,1,1,1.0
27,2,307.88,0.31,399.59000000000003,111.25,1,1,1.0
27,3,91.92,0.64,228.47999999999996,59.96,1,1,1.0
28,4,309.12,75.25,176.07999999999998,79.53999999999999,1,1,1.0
28,5,143.57,263.78,296.18,195.92000000000002,1,1,1.0
28,2,307.78,0.33,399.53,111.10000000000001,1,1,1.0
28,3,91.92,0.64,228.41999999999996,59.88,1,1,1.0
29,6,912.5,181.58,47.5,70.64999999999998,1,1,1.0
29,4,288.0,71.5,168.8,78.19999999999999,1,1,1.0
29,5,175.34,277.5,318.46000000000004,208.5,1,1,1.0
29,2,307.69,0.34,399.46,110.96,1,1,1.0
29,3,91.92,0.64,228.37,59.8,1,1,1.0
30,6,864.1,173.64,95.89999999999998,71.44000000000003,1,1,1.0
30,4,269.67,68.3,161.55,75.77,1,1,1.0
30,5,211.2,294.45,350.59999999999997,224.45,1,1,1.0
30,2,307.59,0.35,399.41,110.82000000000001,1,1,1.0
30,3,91.92,0.64,228.31,59.73,1,1,1.0
31,6,816.21,157.1,143.78999999999996,89.4,1,1,1.0
31,4,251.66,65.1,155.84,73.33000000000001,1,1,1.0
31,5,251.4,309.6,378.4,230.39999999999998,1,1,1.0
31,2,307.49,0.36,399.35,110.68,1,1,1.0
31,3,91.92,0.64,228.26,59.65,1,1,1.0
32,6,772.1,145.3,187.89999999999998,107.79999999999998,1,1,1.0
32,4,231.4,61.9,152.49999999999997,70.9,1,1,1.0
32,5,296.2,325.6,409.00000000000006,213.90999999999997,1,1,1.0
32,2,307.4,0.37,399.28,110.53,1,1,1.0
32,3,91.92,0.64,228.2,59.58,1,1,1.0
33,6,729.5,135.1,230.5,108.82,1,1,1.0
33,4,215.0,59.6,148.39999999999998,69.12,1,1,1.0
33,5,348.32,345.3,417.47999999999996,193.71999999999997,1,1,1.0
33,2,307.3,0.39,399.22999999999996,110.38,1,1,1.0
33,3,91.92,0.64,228.14999999999998,59.5,1,1,1.0
34,6,689.5,121.3,250.79999999999995,109.26,1,1,1.0
34,4,200.4,57.3,142.49999999999997,67.34,1,1,1.0
34,5,406.1,368.7,449.4,170.94,1,1,1.0
